479	2
480	8
481	22
482	22
483	2
484	15
485	19
486	21
487	41
488	87
489	66
490	97
491	2
492	15
493	14
494	95
495	11
496	69
497	95
498	71
499	114
500	10
501	36
502	9
503	67
504	54
505	41
506	11
507	6
508	22
509	88
510	26
511	179
512	21
513	11
514	1
515	1
516	1
517	1
518	22
519	17
520	55
521	55
522	41
523	166
524	8
525	56
526	13
527	69
528	44
529	2
530	39
531	40
532	38
533	6
534	54
535	21
536	7
537	81
538	18
539	106
540	40
541	1
542	125
543	29
544	45
545	32
546	67
547	75
548	83
549	133
550	76
551	22
552	3
553	206
554	13
555	44
556	83
557	70
558	21
559	3
560	32
561	39
562	1
563	37
564	5
565	60
566	65
567	105
568	101
569	138
570	89
571	1
572	1
573	19
574	1
575	1
576	1
577	1
578	1
579	2
580	1
581	1
582	1
583	1
584	2
585	1
586	1
587	1
588	4
589	105
590	159
591	8
592	83
593	40
594	30
595	11
596	42
597	1
598	40
599	42
600	9
601	74
602	23
603	55
604	16
605	30
606	51
607	55
608	21
609	87
610	76
611	51
612	70
613	77
614	92
615	49
616	2
617	32
618	83
619	48
620	25
621	90
622	44
623	27
624	26
625	71
626	42
627	22
628	19
629	31
630	36
631	10
632	89
633	83
634	1
635	24
636	16
637	88
638	47
640	29
641	9
642	34
643	56
644	8
645	2
646	7
647	12
648	36
649	4
650	51
651	8
652	150
653	30
654	3
655	47
656	1
657	67
658	4
659	57
660	11
661	7
662	32
663	138
664	14
665	1
666	78
667	36
668	2
669	8
670	24
671	18
672	34
673	67
674	37
675	75
676	22
677	1
678	13
680	43
681	65
682	16
683	4
684	37
685	42
686	34
687	131
688	33
689	137
690	2
691	3
692	11
693	1
694	1
695	1
696	1
697	21
698	26
699	215
700	49
701	121
702	80
703	77
704	50
705	8
706	34
707	37
708	4
709	13
710	5
711	40
712	16
713	3
714	6
715	63
716	20
717	41
718	37
719	88
720	34
721	7
722	116
723	8
724	17
725	25
726	9
727	31
728	43
729	33
730	20
731	19
732	10
733	8
734	75
735	83
736	42
737	48
738	23
739	29
740	24
741	10
742	38
743	4
744	20
745	24
746	28
747	8
748	64
749	53
750	41
751	117
752	41
753	20
754	26
755	6
756	39
757	83
758	79
759	3
761	5
762	73
763	47
764	75
765	8
766	12
767	112
768	55
769	64
770	104
771	15
772	26
773	89
774	27
775	8
776	2
777	36
778	49
779	38
780	25
781	29
782	56
783	52
784	29
785	19
786	62
787	2
788	83
789	41
790	164
791	2
792	103
793	23
794	106
795	26
796	30
797	5
798	75
799	30
800	59
801	6
802	60
803	40
804	17
805	43
806	14
807	68
808	4
809	9
810	15
811	13
812	42
813	11
814	20
815	10
816	58
817	25
818	83
819	8
820	28
821	32
822	40
823	16
824	1
825	9
826	3
827	21
828	2
829	9
830	4
831	40
832	2
833	52
834	2
835	17
836	45
837	5
838	25
839	27
840	11
841	14
842	1
844	8
845	51
846	5
847	1
848	38
849	3
850	42
851	7
852	41
853	53
854	15
855	21
856	11
857	36
858	1
859	39
860	42
861	37
862	5
863	23
864	53
865	3
866	67
867	43
868	30
870	34
871	26
872	11
873	38
874	7
875	3
876	36
877	12
878	70
879	67
880	41
881	41
882	20
883	1
884	6
885	25
886	6
887	37
888	46
889	33
890	15
891	2
892	4
893	7
894	2
895	2
896	2
897	1
898	2
899	2
900	6
901	88
902	13
903	69
904	5
905	37
906	5
907	54
908	8
909	27
910	1
911	26
912	13
913	13
914	157
915	6
916	5
917	4
918	3
919	9
920	124
921	42
922	15
923	26
924	72
925	11
926	12
927	70
928	64
929	71
930	27
931	69
932	30
933	21
934	72
935	20
936	38
937	39
938	10
939	5
940	7
941	34
942	20
943	54
944	2
945	23
946	17
947	49
948	33
949	2
950	13
951	21
952	10
953	48
954	9
955	69
956	73
957	22
958	39
959	19
960	30
961	23
962	24
963	13
964	40
965	6
966	8
967	13
968	1
969	15
970	41
971	18
972	28
973	161
974	107
975	44
976	5
977	65
978	19
979	9
980	13
981	28
982	11
983	13
984	10
985	28
986	21
987	13
988	8
989	7
990	21
991	50
992	26
993	27
994	6
995	106
996	15
997	121
998	6
999	19
1000	7
1001	10
1002	14
1003	8
1004	24
1005	10
1006	149
1007	1
1008	1
1009	7
1010	57
1011	16
1012	16
1013	32
1014	11
1015	54
1016	26
1017	9
1018	76
1019	29
1020	18
1021	2
1022	8
1023	1
1024	72
1025	2
1026	164
1027	7
1028	5
1029	25
1030	67
1031	6
1032	9
1033	7
1034	23
1035	11
1036	32
1037	1
1038	69
1039	3
1040	19
1041	54
1042	29
1043	20
1044	22
1045	1
1046	21
1047	19
1048	3
1049	12
1050	26
1051	2
1052	12
1053	25
1054	3
1055	5
1056	12
1057	25
1058	45
1059	109
1061	22
1062	31
1063	21
1064	2
1065	3
1066	2
1067	12
1068	6
1069	22
1070	23
1071	33
1072	9
1073	36
1074	5
1075	4
1076	28
1077	29
1078	38
1079	17
1080	22
1081	11
1082	8
1083	83
1084	21
1085	18
1086	66
1087	4
1088	9
1089	21
1090	14
1091	13
1092	129
1093	10
1094	99
1095	26
1096	31
1097	17
1098	61
1099	8
1100	44
1101	29
1102	2
1103	3
1104	12
1105	10
1106	29
1107	29
1108	2
1109	39
1110	13
1111	12
1112	6
1113	4
1114	2
1115	25
1116	11
1117	41
1118	12
1119	11
1120	19
1121	4
1122	31
1123	16
1124	11
1125	16
1126	7
1127	49
1128	3
1129	38
1130	12
1131	6
1132	24
1133	7
1134	12
1135	1
1136	2
1137	56
1138	5
1139	41
1140	8
1141	88
1142	4
1143	5
1144	30
1145	25
1146	6
1147	36
1148	5
1149	3
1150	58
1151	6
1152	22
1153	30
1154	6
1155	41
1156	1
1157	2
1158	32
1159	5
1160	11
1161	19
1162	10
1163	2
1164	1
1165	3
1166	30
1167	8
1168	26
1169	8
1170	10
1171	50
1172	3
1173	49
1174	8
1175	22
1176	13
1177	18
1178	28
1180	3
1181	1
1182	6
1183	2
1184	2
1185	1
1186	15
1187	2
1188	8
1189	7
1190	7
1191	1
1192	22
1193	19
1194	1
1195	1
1196	35
1197	40
1198	4
1199	2
1200	8
1201	16
1202	10
1203	10
1204	1
1205	24
1206	10
1207	2
1208	5
1209	14
1210	13
1211	1
1212	11
1213	9
1215	23
1216	1
1217	8
1218	4
1220	3
1221	2
1222	5
1223	5
1225	23
1226	41
1227	17
1228	9
1229	16
1230	34
1231	3
1232	4
1233	2
1234	2
1235	6
1236	3
1237	4
1238	2
1239	11
1240	2
1241	10
1242	22
1243	4
1244	37
1245	8
1246	16
1247	2
1248	25
1249	11
1250	13
1251	5
1252	8
1253	6
1254	9
1255	18
1256	5
1257	18
1258	9
1259	2
1260	43
1261	29
1262	39
1263	2
1265	13
1266	2
1267	3
1268	2
1269	2
1270	2
1271	5
1272	2
1273	11
1274	7
1275	26
1276	3
1277	5
1278	15
1279	3
1280	23
1281	42
1282	1
1283	5
1284	8
1285	27
1286	17
1287	5
1288	7
1289	6
1290	4
1291	3
1292	12
1293	12
1294	9
1295	8
1296	42
1297	3
1298	8
1299	30
1300	48
1301	1
1302	21
1303	13
1304	28
1305	6
1306	4
1307	7
1308	4
1309	1
1311	2
1312	7
1313	7
1314	27
1315	9
1316	2
1318	2
1319	4
1320	5
1321	9
1322	5
1323	2
1324	3
1325	2
1326	30
1327	7
1328	4
1329	2
1330	2
1331	28
1332	2
1333	1
1334	10
1335	7
1336	1
1337	8
1338	6
1339	1
1340	6
1341	16
1342	1
1343	13
1344	7
1345	2
1346	16
1347	14
1348	1
1349	4
1350	6
1351	42
1352	18
1353	4
1354	7
1355	1
1356	11
1357	1
1358	9
1359	10
1360	1
1361	5
1362	16
1363	30
1364	8
1365	3
1368	1
1369	2
1370	1
1371	2
1372	8
1373	18
1375	3
1376	2
1377	8
1378	5
1379	2
1380	4
1381	4
1382	5
1383	5
1384	2
1385	5
1386	1
1387	5
1388	4
1389	33
1390	1
1391	10
1392	35
1393	32
1394	6
1395	3
1396	4
1397	2
1398	2
1399	2
1400	1
1401	3
1402	1
1403	5
1404	11
1406	10
1407	1
1408	7
1409	3
1410	2
1411	23
1412	6
1413	19
1414	12
1415	7
1416	4
1417	13
1418	2
1419	1
1421	4
1422	2
1423	60
1424	37
1425	2
1426	3
1427	29
1428	2
1429	44
1430	17
1431	4
1432	11
1433	1
1434	16
1435	42
1436	41
1437	11
1438	5
1439	26
1440	11
1441	33
1442	4
1443	9
1444	25
1445	8
1446	40
1447	35
1448	8
1449	17
1450	19
1451	7
1452	16
1453	3
1454	6
1455	7
1457	35
1458	7
1459	1
1460	40
1462	2
1463	39
1464	1
1465	2
1466	3
1467	1
1468	5
1469	2
1470	24
1471	4
1472	19
1473	10
1474	2
1475	3
1476	7
1477	10
1479	2
1480	4
1481	22
1482	2
1483	2
1484	2
1485	8
1486	1
1487	1
1488	29
1489	1
1490	41
1491	6
1492	2
1493	2
1494	10
1496	13
1497	1
1498	7
1499	42
1500	9
1501	7
1502	4
1503	1
1505	1
1506	7
1507	2
1508	5
1510	2
1511	3
1512	1
1513	10
1514	4
1515	1
1516	6
1517	4
1518	57
1519	11
1520	9
1522	21
1523	42
1524	11
1525	3
1526	16
1527	3
1528	8
1529	8
1530	8
1531	6
1532	15
1533	5
1534	1
1535	17
1536	8
1537	15
1538	4
1539	2
1540	3
1541	2
1542	16
1543	11
1544	3
1545	1
1546	14
1547	15
1548	4
1549	3
1550	5
1551	18
1552	2
1553	6
1554	15
1555	7
1556	29
1557	3
1558	3
1559	39
1560	2
1561	11
1562	9
1563	2
1564	8
1565	7
1566	3
1567	5
1568	6
1569	5
1570	2
1571	25
1572	6
1573	37
1574	9
1576	11
1577	2
1578	6
1579	12
1580	20
1581	3
1582	28
1583	32
1584	7
1585	7
1586	19
1587	8
1589	12
1590	30
1591	41
1592	4
1593	38
1594	7
1595	3
1596	11
1597	26
1598	9
1599	25
1600	3
1601	1
1602	22
1603	2
1604	5
1605	8
1606	8
1607	2
1608	25
1609	6
1610	2
1611	39
1612	3
1613	30
1614	3
1615	1
1616	5
1617	6
1618	2
1619	6
1620	4
1621	2
1622	9
1623	6
1624	2
1625	2
1626	6
1627	4
1629	1
1630	1
1631	14
1632	2
1633	1
1634	4
1635	1
1636	6
1637	1
1638	1
1639	4
1640	36
1641	5
1642	26
1643	2
1644	8
1645	12
1646	6
1647	23
1648	24
1649	17
1650	13
1651	68
1652	10
1653	7
1654	24
1655	41
1656	41
1657	41
1658	5
1659	11
1660	24
1661	34
1662	2
1663	5
1664	12
1665	5
1666	3
1667	4
1669	6
1670	9
1671	2
1672	17
1673	24
1674	10
1675	31
1676	2
1677	5
1678	2
1679	10
1680	21
1681	2
1682	3
1684	18
1685	4
1686	6
1687	4
1688	4
1689	7
1690	5
1691	29
1692	1
1693	10
1694	4
1695	15
1696	6
1697	5
1698	9
1699	11
1700	1
1701	20
1702	7
1703	1
1704	6
1705	12
1706	11
1707	4
1708	14
1709	26
1710	7
1711	34
1712	26
1713	3
1714	1
1715	2
1716	9
1717	20
1718	17
1720	4
1721	8
1722	8
1723	18
1724	7
1726	2
1727	39
1728	6
1729	8
1730	27
1731	6
1732	34
1733	18
1734	19
1735	3
1736	1
1737	12
1738	2
1739	6
1740	2
1741	8
1742	1
1743	2
1744	3
1745	2
1746	2
1747	1
1748	5
1749	2
1751	1
1752	5
1753	2
1754	8
1755	2
1756	3
1757	2
1758	2
1759	5
1761	2
1762	5
1763	2
1764	6
1765	1
1766	1
1768	10
1769	2
1770	4
1771	2
1772	4
1773	2
1774	2
1775	2
1776	2
1778	3
1779	1
1780	1
1781	1
1782	1
1783	3
1784	2
1785	27
1786	4
1787	19
1788	2
1789	16
1790	19
1791	21
1792	83
1793	1
1794	6
1795	33
1796	3
1797	10
1798	8
1800	3
1801	6
1802	10
1803	17
1804	4
1805	14
1807	1
1808	5
1809	1
1810	8
1811	3
1812	14
1813	15
1814	7
1815	2
1816	7
1817	22
1818	1
1819	4
1820	2
1821	15
1822	22
1823	3
1824	73
1825	5
1827	3
1828	22
1829	9
1830	7
1831	19
1832	12
1833	10
1834	1
1835	40
1836	16
1837	6
1838	10
1839	2
1840	2
1841	39
1842	8
1843	4
1844	7
1845	8
1846	20
1848	4
1849	38
1850	1
1851	2
1852	14
1853	11
1854	2
1855	10
1856	19
1857	31
1858	11
1859	6
1860	15
1861	2
1862	29
1863	3
1864	7
1865	3
1866	2
1867	2
1868	2
1869	3
1870	2
1872	24
1873	2
1874	22
1875	5
1876	3
1877	8
1878	6
1879	21
1880	5
1881	6
1882	2
1883	4
1884	5
1885	4
1886	7
1887	25
1888	41
1889	23
1890	2
1891	16
1892	20
1893	9
1894	15
1895	7
1896	22
1897	8
1898	2
1899	1
1900	1
1901	3
1902	1
1903	1
1904	6
1905	28
1906	2
1907	2
1909	2
1910	2
1911	4
1912	1
1913	25
1914	1
1915	6
1916	3
1917	8
1918	13
1919	5
1920	5
1921	5
1922	6
1923	7
1924	7
1925	11
1926	4
1927	22
1928	1
1929	23
1931	8
1932	4
1933	21
1934	2
1935	2
1936	16
1937	3
1938	11
1939	14
1940	7
1941	1
1942	12
1943	1
1944	7
1945	23
1946	10
1947	12
1948	10
1949	3
1950	7
1951	7
1952	13
1953	3
1954	4
1955	7
1956	33
1957	1
1958	10
1959	2
1960	27
1961	44
1962	11
1963	7
1964	1
1965	7
1966	7
1968	5
1969	7
1970	76
1971	14
1972	11
1973	6
1974	16
1975	13
1976	8
1977	3
1978	1
1979	1
1980	2
1981	2
1982	1
1983	3
1984	15
1985	8
1986	11
1987	7
1988	5
1989	6
1990	32
1991	41
1993	18
1994	15
1995	3
1996	5
1997	9
1998	7
1999	2
2000	11
2001	19
2002	79
2003	9
2004	14
2005	9
2006	42
2007	6
2008	7
2009	1
2010	4
2011	23
2012	7
2013	2
2014	20
2015	3
2016	2
2017	8
2018	6
2019	16
2020	34
2021	10
2022	4
2023	52
2024	12
2025	12
2026	11
2027	6
2028	4
2029	3
2030	2
2031	20
2032	8
2033	37
2034	2
2035	1
2036	1
2038	43
2039	56
2040	34
2041	2
2042	9
2043	57
2044	1
2045	4
2046	1
2047	2
2048	3
2049	28
2050	1
2051	6
2052	7
2053	37
2054	14
2055	11
2056	8
2057	18
2058	30
2059	1
2060	6
2061	8
2062	2
2063	4
2064	8
2065	6
2066	2
2067	11
2068	8
2069	6
2070	1
2071	16
2072	16
2073	9
2074	15
2075	58
2076	29
2077	3
2078	1
2079	4
2080	4
2081	23
2083	20
2084	49
2085	7
2086	7
2087	3
2088	25
2089	32
2090	8
2091	54
2092	2
2093	3
2094	3
2095	2
2096	49
2097	2
2098	2
2099	144
2100	1
2101	1
2102	17
2103	2
2104	53
2105	5
2106	1
2107	9
2108	7
2109	1
2110	9
2111	22
2112	4
2113	15
2114	29
2115	6
2116	14
2117	3
2118	5
2119	1
2120	2
2121	1
2122	1
2123	3
2124	1
2125	5
2126	39
2127	2
2128	4
2129	1
2130	1
2131	11
2132	7
2133	27
2134	8
2135	54
2136	6
2137	5
2138	9
2139	10
2140	12
2141	28
2142	3
2143	14
2144	1
2145	2
2146	13
2147	16
2148	1
2149	51
2150	18
2151	2
2153	4
2154	16
2155	3
2157	20
2158	3
2159	6
2160	15
2161	10
2162	2
2163	4
2164	127
2165	5
2166	5
2167	25
2168	3
2169	5
2170	2
2171	2
2172	1
2173	13
2174	6
2175	16
2176	9
2177	2
2178	4
2179	1
2180	6
2181	17
2182	2
2183	66
2184	4
2185	11
2186	8
2187	85
2188	3
2190	3
2191	19
2192	3
2193	22
2194	7
2195	14
2196	11
2197	2
2198	13
2199	2
2201	5
2202	53
2203	23
2204	4
2205	16
2206	3
2207	2
2208	21
2209	18
2210	3
2211	4
2212	2
2213	1
2214	10
2215	5
2216	6
2217	8
2218	7
2219	1
2220	24
2221	1
2222	13
2223	2
2224	6
2225	2
2226	4
2227	6
2228	8
2229	21
2230	3
2231	16
2232	17
2233	1
2234	2
2235	30
2236	3
2237	34
2238	3
2240	9
2241	110
2242	6
2243	3
2244	4
2245	20
2246	4
2247	2
2248	8
2249	5
2250	4
2251	16
2252	3
2253	5
2254	4
2255	3
2256	34
2257	9
2258	1
2259	6
2260	2
2261	9
2262	2
2263	40
2264	6
2265	3
2266	20
2267	7
2268	14
2269	3
2270	2
2271	3
2272	11
2273	12
2274	3
2275	3
2276	4
2277	1
2278	4
2279	2
2280	3
2281	1
2282	4
2283	3
2284	2
2285	5
2286	3
2287	14
2288	1
2289	13
2290	52
2291	2
2292	2
2293	8
2294	1
2295	2
2296	3
2297	10
2298	6
2300	3
2301	3
2302	1
2303	4
2304	1
2305	7
2306	11
2307	3
2308	10
2309	4
2310	6
2311	5
2312	3
2313	30
2314	14
2315	6
2316	1
2317	12
2318	2
2319	6
2321	4
2322	1
2323	11
2324	42
2325	6
2326	30
2327	3
2328	16
2329	13
2330	69
2331	11
2332	4
2333	2
2334	8
2335	6
2336	4
2337	12
2338	4
2339	3
2340	4
2341	8
2342	78
2343	10
2344	5
2345	8
2346	14
2347	6
2348	17
2349	4
2350	12
2351	3
2353	4
2354	12
2355	5
2356	21
2357	2
2358	23
2359	18
2360	7
2361	69
2362	24
2363	7
2364	4
2365	16
2367	14
2368	12
2369	7
2370	2
2372	33
2373	2
2374	29
2375	22
2376	20
2377	1
2378	10
2379	55
2380	10
2381	1
2382	3
2383	6
2384	20
2385	22
2386	8
2387	6
2388	1
2390	6
2391	3
2392	7
2393	1
2394	1
2395	21
2396	7
2397	8
2398	1
2399	29
2400	18
2401	5
2402	25
2403	3
2404	30
2405	13
2406	18
2407	3
2408	3
2409	12
2410	1
2411	12
2412	10
2413	21
2414	6
2415	34
2416	13
2417	31
2418	4
2419	23
2420	55
2421	4
2422	1
2423	9
2424	9
2425	9
2426	2
2427	13
2428	9
2429	28
2430	2
2431	7
2432	12
2433	7
2434	80
2435	26
2436	1
2437	3
2438	3
2439	1
2441	4
2442	8
2443	6
2444	64
2445	29
2446	6
2447	39
2448	20
2449	9
2450	15
2451	84
2452	5
2453	1
2454	69
2455	131
2456	8
2457	14
2458	45
2459	31
2460	6
2461	6
2462	34
2463	3
2464	1
2465	3
2466	36
2467	28
2468	2
2469	10
2470	56
2471	6
2472	7
2473	33
2474	5
2475	5
2476	6
2477	16
2478	15
2479	9
2480	2
2481	27
2482	15
2483	5
2484	9
2485	125
2486	5
2487	45
2488	13
2489	11
2490	6
2491	43
2492	6
2493	12
2494	2
2495	2
2496	6
2497	21
2498	3
2499	8
2500	31
2501	16
2502	6
2503	6
2504	5
2505	1
2506	8
2508	2
2509	22
2510	9
2511	6
2512	12
2513	4
2514	55
2515	64
2516	3
2517	3
2518	45
2519	1
2520	3
2522	12
2523	9
2524	13
2525	14
2526	51
2527	6
2529	2
2530	8
2531	5
2532	47
2533	9
2534	7
2535	12
2536	12
2537	5
2538	7
2539	11
2540	1
2541	43
2542	10
2543	27
2544	1
2545	19
2546	8
2547	3
2548	20
2549	12
2550	3
2551	6
2552	4
2554	5
2555	7
2557	6
2558	1
2559	2
2561	5
2562	5
2563	2
2564	7
2565	12
2566	10
2567	14
2568	3
2569	2
2570	32
2571	4
2572	55
2573	10
2574	9
2575	8
2576	32
2577	5
2578	3
2579	4
2580	27
2581	3
2582	24
2583	34
2584	1
2585	5
2586	16
2587	1
2588	6
2589	38
2590	1
2591	11
2592	1
2593	1
2594	3
2595	45
2596	4
2597	3
2598	42
2599	3
2600	5
2601	11
2602	9
2603	4
2604	27
2605	6
2606	2
2607	37
2608	5
2609	13
2610	30
2611	7
2613	5
2614	15
2615	14
2616	7
2617	24
2618	39
2619	1
2620	5
2621	8
2622	6
2623	7
2624	116
2625	4
2626	1
2627	8
2628	47
2629	5
2630	34
2631	6
2632	113
2633	5
2634	47
2635	5
2636	4
2637	2
2638	1
2639	9
2640	5
2641	14
2642	8
2643	47
2644	40
2645	35
2646	10
2647	4
2648	19
2649	11
2650	1
2651	5
2653	1
2654	2
2655	6
2656	100
2657	6
2658	132
2659	1
2660	1
2661	110
2662	5
2663	7
2664	53
2665	2
2666	11
2667	4
2668	104
2669	6
2670	50
2671	7
2672	30
2673	2
2674	11
2675	4
2676	2
2677	24
2678	2
2679	7
2680	5
2681	47
2682	6
2683	53
2684	1
2685	5
2686	6
2687	14
2688	64
2689	18
2690	1
2691	3
2692	14
2694	5
2695	16
2696	10
2697	6
2698	2
2699	15
2700	1
2701	2
2702	20
2703	34
2704	2
2705	2
2706	46
2707	3
2708	7
2709	7
2710	4
2711	1
2712	1
2713	2
2714	4
2715	5
2716	21
2717	8
2718	15
2719	1
2720	10
2721	19
2723	11
2724	18
2725	46
2726	7
2727	8
2728	70
2729	4
2730	109
2731	3
2732	6
2733	3
2734	4
2735	13
2736	9
2737	1
2738	1
2739	1
2740	14
2741	16
2742	40
2744	3
2745	3
2746	2
2747	3
2748	39
2749	3
2750	3
2751	29
2752	77
2754	5
2755	16
2756	8
2757	27
2758	33
2759	108
2760	4
2761	9
2762	1
2763	13
2764	1
2765	5
2766	2
2767	9
2768	9
2769	2
2770	17
2771	13
2772	30
2773	10
2774	13
2775	25
2776	4
2777	13
2778	7
2779	10
2780	6
2781	6
2782	2
2783	1
2784	20
2785	11
2786	6
2787	8
2788	10
2789	3
2790	5
2791	7
2792	74
2793	195
2794	5
2795	65
2796	3
2797	34
2798	146
2799	43
2800	17
2801	1
2802	1
2803	1
2804	10
2805	136
2806	4
2807	16
2808	50
2809	2
2810	5
2811	5
2812	6
2814	2
2815	6
2816	6
2817	44
2818	5
2819	60
2820	2
2821	21
2822	3
2823	7
2824	5
2825	17
2826	12
2827	43
2828	2
2830	2
2831	42
2833	125
2834	15
2835	19
2836	11
2837	13
2838	2
2839	6
2840	5
2841	25
2842	57
2843	3
2844	3
2845	8
2846	8
2847	78
2848	12
2849	7
2850	3
2851	25
2852	7
2853	48
2854	42
2855	5
2856	1
2857	38
2858	4
2859	4
2860	32
2862	6
2863	5
2864	2
2865	6
2867	30
2868	6
2869	5
2870	3
2871	2
2872	3
2873	2
2874	2
2875	3
2876	11
2877	9
2879	27
2880	13
2881	8
2882	5
2883	1
2884	3
2886	14
2887	4
2888	12
2889	12
2890	15
2891	11
2892	1
2893	1
2894	12
2895	5
2896	8
2897	2
2898	4
2899	25
2900	6
2901	68
2902	8
2903	3
2904	1
2905	19
2906	17
2907	7
2908	1
2909	1
2910	8
2911	6
2912	5
2913	4
2914	11
2915	8
2916	11
2917	6
2918	12
2919	38
2920	30
2921	4
2922	60
2923	49
2924	2
2925	1
2926	53
2927	8
2928	14
2929	7
2930	24
2932	1
2933	36
2934	2
2936	85
2937	6
2938	2
2939	72
2940	12
2941	4
2942	2
2943	1
2944	1
2945	9
2946	32
2947	71
2948	75
2949	23
2950	29
2951	19
2952	4
2953	3
2954	15
2955	12
2956	6
2957	3
2958	24
2959	31
2960	2
2961	22
2962	6
2963	38
2964	2
2965	9
2966	17
2967	1
2968	18
2969	7
2970	1
2971	11
2972	1
2973	22
2974	1
2975	18
2976	2
2977	4
2978	6
2979	6
2980	10
2981	25
2982	14
2983	8
2984	1
2985	2
2986	23
2987	12
2988	8
2989	11
2990	9
2991	19
2992	46
2993	56
2994	2
2995	15
2996	34
2997	5
2998	56
2999	9
3000	10
3001	8
3002	20
3003	19
3004	113
3005	40
3006	8
3007	79
3008	25
3009	14
3011	12
3012	10
3013	43
3014	74
3015	8
3016	50
3017	23
3018	7
3019	2
3020	16
3021	55
3022	20
3023	16
3024	20
3025	74
3026	104
3027	92
3028	7
3029	44
3030	1
3031	5
3032	7
3033	65
3034	7
3035	15
3036	3
3037	50
3038	16
3039	6
3040	5
3041	8
3042	6
3043	6
3044	21
3045	6
3046	2
3047	24
3048	2
3049	13
3050	6
3051	18
3052	30
3053	5
3054	9
3055	9
3056	13
3057	2
3058	149
3059	6
3060	36
3061	7
3062	3
3064	29
3065	1
3066	36
3067	4
3068	25
3069	7
3070	50
3071	3
3072	41
3073	7
3074	9
3075	22
3076	45
3077	60
3078	4
3079	17
3080	9
3081	30
3082	31
3083	2
3085	41
3086	22
3087	81
3088	12
