id	interarrival	mongrel	database	transfer	total
1292	8.0	0	0.00000	0.00063	0.00063
1293	9.0	0.07590	0.58272	0.02873	0.68735
1294	41.0	0.04701	0.54094	0.0227000000000001	0.61065
1295	3.0	0.18090	0.52869	0.0311100000000001	0.74070
1296	9.0	0.17177	0.58827	0.0298400000000001	0.78988
1297	78.0	0.20645	0.55147	0.04886	0.80678
1298	0.0	0.07019	0.55277	0.03202	0.65498
1299	18.0	0	0.00201	0.00117	0.00318
1300	3.0	0	0.00000	0.00062	0.00062
1301	14.0	0.05933	0.54328	0.03868	0.64129
1302	27.0	0.07873	0.54050	0.10922	0.72845
1303	10.0	0.92113	0.80338	1.55859	3.28310
1304	1.0	0.06417	0.53854	0.00614999999999988	0.60886
1305	6.0	0.03289	0.54069	0.02151	0.59509
1306	5.0	0.15634	0.70275	0.0259699999999999	0.88506
1307	1.0	0.11380	1.04491	0.0579000000000001	1.21661
1308	0.0	0.06689	1.08001	0.00726000000000027	1.15416
1309	1.0	0	0.00000	0.00062	0.00062
1310	8.0	0.06396	0.54278	0.00706999999999991	0.61381
1311	6.0	0	0.00000	0.00064	0.00064
1312	27.0	0	0.00000	0.00063	0.00063
1313	9.0	0	0.00000	0.00288	0.00288
1314	3.0	0.03832	0.57243	0.02252	0.63327
1315	0.0	0.22616	0.55463	0.03011	0.81090
1316	1.0	0.03732	0.55193	0.0228799999999999	0.61213
1317	5.0	0.06014	0.54904	0.00663000000000002	0.61581
1318	4.0	0.05990	0.51844	0.00640000000000007	0.58474
1319	10.0	0.14951	0.54212	0.0210399999999999	0.71267
1320	5.0	0.18081	0.57408	0.00736999999999999	0.76226
1321	2.0	0.06027	0.55378	0.00731999999999988	0.62137
1322	3.0	0.19249	0.55010	0.00722	0.74981
1323	2.0	0.05903	0.65164	0.00720999999999994	0.71788
1324	29.0	0.05750	0.54574	0.02319	0.62643
1325	8.0	0.30241	0.56794	0.1873	1.05765
1326	4.0	0.09808	0.54805	0.00741000000000003	0.65354
1327	1.0	0.09616	0.54372	0.13417	0.77405
1328	3.0	0.30487	0.60481	0.29812	1.20780
1329	28.0	0.30663	0.59179	0.18967	1.08809
1330	2.0	0.21609	0.61194	0.0425399999999999	0.87057
1331	1.0	0.30117	0.58100	0.18777	1.06994
1332	10.0	0.05990	0.65923	0.0359600000000001	0.75509
1333	7.0	0	0.00055	0.00014	0.00069
1334	1.0	0.34133	0.75737	0.19828	1.29698
1335	8.0	0.03164	0.53166	0.02793	0.59123
1336	6.0	0	0.00000	0.00068	0.00068
1337	0.0	0.08689	0.55684	0.04052	0.68425
1338	6.0	0.03786	0.55220	0.0273099999999999	0.61737
1339	16.0	0.18698	0.53751	0.00769999999999993	0.73219
1340	2.0	0.18678	0.55508	0.00757999999999992	0.74944
1341	13.0	0.03390	0.57559	0.0218299999999999	0.63132
1342	6.0	0.03507	0.57585	0.02266	0.63358
1343	3.0	0.04316	0.55029	0.0227600000000001	0.61621
1344	17.0	0.60415	0.74735	0.49914	1.85064
1345	13.0	0.06034	0.54286	0.00891000000000008	0.61211
1346	0.0	0	0.00000	0.00068	0.00068
1347	4.0	0.15352	0.55570	0.00862000000000007	0.71784
1348	7.0	0.15045	0.57824	0.02644	0.75513
1349	41.0	0	0.00375	0.01644	0.02019
1350	19.0	0.07913	0.60213	0.13823	0.81949
1351	4.0	0.03728	0.57974	0.03678	0.65380
1352	7.0	0.18884	0.58646	0.04405	0.81935
1353	1.0	0.10841	0.57528	0.0544899999999999	0.73818
1354	11.0	0.15466	0.56607	0.0313600000000001	0.75209
1355	1.0	0.10006	0.57341	0.05243	0.72590
1356	9.0	0.18957	0.56473	0.0401600000000001	0.79446
1357	10.0	0.28344	0.56871	0.10111	0.95326
1358	0.0	0	0.00000	0.00065	0.00065
1359	6.0	0.29615	0.57140	0.10392	0.97147
1360	15.0	0.04735	0.55090	0.01807	0.61632
1361	31.0	0.08025	0.55370	0.13197	0.76592
1362	8.0	0.19612	0.57657	0.05675	0.82944
1363	3.0	0.09383	0.97005	0.00744999999999996	1.07133
1364	0.0	0.24846	1.30981	0.0623300000000002	1.62060
1365	1.0	0.12797	1.26303	0.0359400000000001	1.42694
1366	1.0	0	0.00000	0.00065	0.00065
1367	0.0	0.46642	1.20621	0.35183	2.02446
1368	2.0	0.41241	1.07287	0.3415	1.82678
1369	3.0	0.37171	0.68435	0.43117	1.48723
1370	7.0	0.05712	0.64231	0.03877	0.73820
1371	17.0	0	0.00000	0.00061	0.00061
1372	1.0	0.06316	0.94449	0.00728999999999991	1.01494
1373	2.0	0	0.00000	0.00061	0.00061
1374	3.0	0.15764	0.53304	0.00678000000000001	0.69746
1375	8.0	0.09458	0.52738	0.00736000000000003	0.62932
1376	4.0	0.09708	0.54019	0.00723000000000007	0.64450
1377	2.0	0.14627	0.52091	0.02475	0.69193
1378	4.0	0.15227	0.56199	0.01519	0.72945
1379	4.0	0.05902	0.57519	0.00638000000000005	0.64059
1380	6.0	0.17954	0.53521	0.0404100000000001	0.75516
1381	5.0	0.08016	0.53287	0.04401	0.65704
1382	1.0	0.07978	0.56176	0.0414099999999999	0.68295
1383	6.0	0.35986	0.58650	0.34533	1.29169
1384	1.0	0.23644	0.59344	0.0975400000000001	0.92742
1385	5.0	0.04839	0.54553	0.02574	0.61966
1386	4.0	0.13864	0.57000	0.2095	0.91814
1387	33.0	0.21580	0.56334	0.04654	0.82568
1388	1.0	0.08539	0.54768	0.14089	0.77396
1389	10.0	0.04732	0.55592	0.027	0.63024
1390	35.0	0.25744	0.56575	0.13998	0.96317
1391	32.0	0.07242	0.56457	0.0144	0.65139
1392	5.0	0.06691	0.58262	0.00712999999999997	0.65666
1393	3.0	0	0.00519	0.01825	0.02344
1394	4.0	0.16559	0.62387	0.02459	0.81405
1395	3.0	0.21441	0.56051	0.04595	0.82087
1396	1.0	0.18819	0.57501	0.04682	0.81002
1397	3.0	0	0.00000	0.00067	0.00067
1398	0.0	0.27217	0.62150	0.0367499999999999	0.93042
1399	3.0	0	0.00000	0.00073	0.00073
1400	2.0	0.09104	1.21841	0.04739	1.35684
1401	5.0	0.12504	0.56324	0.14224	0.83052
1402	10.0	0	0.00000	0.00061	0.00061
1403	1.0	0.09186	0.89580	0.0449299999999998	1.03259
1404	10.0	0.19051	0.70200	0.04234	0.93485
1405	1.0	0.13904	0.70287	0.0184399999999999	0.86035
1406	6.0	0	0.00000	0.00066	0.00066
1407	3.0	0.07984	0.55238	0.04118	0.67340
1408	2.0	0	0.00000	0.00063	0.00063
1409	23.0	0	0.00000	0.00063	0.00063
1410	7.0	0.06106	1.11612	0.0282300000000002	1.20541
1411	20.0	0.53418	0.70092	0.18991	1.42501
1412	10.0	0	0.00000	0.00062	0.00062
1413	8.0	0.08493	0.55827	0.13602	0.77922
1414	3.0	0.14546	0.55785	0.02528	0.72859
1415	14.0	0.03988	0.57307	0.02773	0.64068
1416	1.0	0.03845	0.53792	0.0262100000000001	0.60258
1417	2.0	0.08354	0.54419	0.1962	0.82393
1418	0.0	0.33677	0.54595	0.00854999999999995	0.89127
1419	4.0	0.32935	0.58896	0.00858999999999999	0.92690
1420	2.0	0.18319	0.55652	0.0428000000000001	0.78251
1421	60.0	0.20261	0.58966	0.0310500000000001	0.82332
1422	37.0	0.21407	0.55666	0.04797	0.81870
1423	1.0	0.19038	0.52759	0.04594	0.76391
1424	3.0	0	0.00000	0.00064	0.00064
1425	30.0	0.17976	0.56636	0.04501	0.79113
1426	2.0	0.08692	0.52938	0.04689	0.66319
1427	44.0	0.23546	0.56854	0.0588099999999999	0.86281
1428	17.0	0.05209	0.55514	0.0200900000000001	0.62732
1429	3.0	0	0.00000	0.00067	0.00067
1430	12.0	0.05214	0.53558	0.02102	0.60874
1431	0.0	0	0.00000	0.00062	0.00062
1432	17.0	0.04527	0.58837	0.0229400000000001	0.65658
1433	41.0	0.16095	0.53685	0.0414999999999999	0.73930
1434	42.0	0.05592	0.52940	0.03581	0.62113
1435	11.0	0.18270	0.54433	0.04215	0.76918
1436	4.0	0	0.00000	0.00062	0.00062
1437	26.0	0	0.00575	0.12052	0.12627
1438	11.0	0	0.00000	0.00331	0.00331
1439	33.0	0	0.00000	0.00062	0.00062
1440	5.0	0.08453	0.57238	0.0430700000000001	0.69998
1441	8.0	0	0.00000	0.00069	0.00069
1442	26.0	0.05021	0.58611	0.12687	0.76319
1443	8.0	0.16930	0.53204	0.0353	0.73664
1444	40.0	0.06381	0.54489	0.02643	0.63513
1445	35.0	0.06491	0.59094	0.02428	0.68013
1446	8.0	0.23753	0.56252	0.08151	0.88156
1447	17.0	0.18696	0.52936	0.0529999999999999	0.76932
1448	18.0	0.07321	0.54882	0.03074	0.65277
1449	7.0	0	0.00000	0.0007	0.00070
1450	17.0	0.08260	0.56508	0.02555	0.67323
1451	2.0	0	0.00000	0.00061	0.00061
1452	6.0	0.07055	0.58494	0.05784	0.71333
1453	7.0	0	0.00000	0.00093	0.00093
1454	1.0	0.07175	0.83355	0.03583	0.94113
1455	35.0	0.19350	0.52989	0.05372	0.77711
1456	6.0	0.03103	0.52289	0.0241100000000001	0.57803
1457	3.0	0.46253	0.67262	0.58407	1.71922
1458	39.0	0.18034	0.86585	0.02338	1.06957
1459	0.0	0.10460	0.86152	0.14868	1.11480
1460	2.0	0.09961	0.60096	0.05535	0.75592
1461	39.0	0.03001	0.56889	0.01989	0.61879
1462	1.0	0.07631	0.59896	0.0620299999999999	0.73730
1463	2.0	0.28595	0.58777	0.06588	0.93960
1464	2.0	0	0.00000	0.00069	0.00069
1465	1.0	0	0.00000	0.00063	0.00063
1466	6.0	0.18372	0.55065	0.0460400000000001	0.78041
1467	1.0	0	0.00000	0.00071	0.00071
1468	25.0	0.29135	0.57848	0.09601	0.96584
1469	3.0	0	0.00550	0.01831	0.02381
1470	20.0	0.09979	0.55791	0.05407	0.71177
1471	9.0	0.18380	0.53112	0.04586	0.76078
1472	2.0	0	0.00000	0.00069	0.00069
1473	3.0	0	0.00000	0.00065	0.00065
1474	8.0	0.05655	0.61255	0.02566	0.69476
1475	10.0	0.13139	0.77751	0.0246	0.93350
1476	0.0	0.09731	0.70682	0.00802999999999998	0.81216
1477	1.0	0	0.00000	0.00063	0.00063
1478	5.0	0.20662	0.61848	0.0593699999999999	0.88447
1479	22.0	0.11182	0.60067	0.0606	0.77309
1480	2.0	0.20932	0.59505	0.0624700000000001	0.86684
1481	2.0	0.15685	0.52435	0.02757	0.70877
1482	2.0	0.53381	0.70201	0.18735	1.42317
1483	8.0	0.26132	0.63043	0.0517299999999999	0.94348
1484	0.0	0	0.00000	0.00064	0.00064
1485	1.0	0	0.00000	0.00067	0.00067
1486	29.0	0	0.00567	0.01848	0.02415
1487	2.0	0.38297	0.81497	0.05335	1.25129
1488	40.0	0.06152	0.59188	0.02503	0.67843
1489	8.0	0.57540	0.76344	0.7504	2.08924
1490	2.0	0.56371	0.71614	0.7333	2.01315
1491	2.0	0.59640	0.83401	0.73802	2.16843
1492	8.0	0	0.00000	0.00061	0.00061
1493	2.0	0.06122	1.23840	0.0238400000000001	1.32346
1494	12.0	0.05417	0.53393	0.0220299999999999	0.61013
1495	0.0	0	0.00587	0.01938	0.02525
1496	8.0	0.05360	0.72087	0.03507	0.80954
1497	41.0	0.18404	0.55787	0.0353600000000001	0.77727
1498	9.0	0	0.00000	0.00062	0.00062
1499	8.0	0.15270	0.54268	0.19547	0.89085
1500	3.0	0	0.00000	0.00065	0.00065
1501	1.0	0.07683	0.58209	0.00583	0.66475
1502	1.0	0	0.00000	0.00061	0.00061
1503	0.0	0.28007	0.59946	0.1035	0.98303
1504	8.0	0.29397	0.55279	0.1066	0.95336
1505	2.0	0.26463	0.61101	0.10404	0.97968
1506	5.0	0.06219	0.89296	0.02451	0.97966
1507	0.0	0.36257	0.96982	0.25447	1.58686
1508	1.0	0	0.00000	0.00068	0.00068
1509	4.0	0	0.00000	0.00062	0.00062
1510	0.0	0.28909	0.71886	0.13089	1.13884
1511	10.0	0	0.00000	0.00072	0.00072
1512	4.0	0.16599	0.53108	0.00652000000000008	0.70359
1513	1.0	0	0.00000	0.00063	0.00063
1514	7.0	0.17377	0.59088	0.0447500000000001	0.80940
1515	3.0	0	0.00495	0.02	0.02495
1516	69.0	0.23258	0.56653	0.08961	0.88872
1517	8.0	0	0.00047	0.00029	0.00076
1518	1.0	0.18703	0.53158	0.0456899999999999	0.76430
1519	1.0	0.65809	0.65202	0.00422	1.31433
1520	20.0	0.16103	0.57918	0.04231	0.78252
1521	42.0	0.35509	0.68095	0.05111	1.08715
1522	11.0	0.15543	0.59230	0.06538	0.81311
1523	5.0	0.96952	0.79972	1.59722	3.36646
1524	14.0	0.10152	0.56622	0.0564500000000001	0.72419
1525	2.0	0	0.00000	0.00063	0.00063
1526	9.0	0.05175	0.59309	0.0229900000000001	0.66783
1527	7.0	0	0.00000	0.00063	0.00063
1528	9.0	0.03460	0.56603	0.0234	0.62403
1529	6.0	0.03524	0.55925	0.0243699999999999	0.61886
1530	15.0	0.21865	0.58492	0.0603899999999999	0.86396
1531	4.0	0.06336	0.57057	0.0272	0.66113
1532	2.0	0.10825	0.63155	0.0606900000000001	0.80049
1533	18.0	0.54099	0.74018	0.46469	1.74586
1534	7.0	0.52697	0.81047	0.45875	1.79619
1535	15.0	0.03251	0.55246	0.11847	0.70344
1536	4.0	0.03883	0.52156	0.0238299999999999	0.58422
1537	2.0	0.03913	0.54323	0.02563	0.60799
1538	2.0	0.08312	0.54816	0.0251800000000001	0.65646
1539	2.0	0	0.00000	0.00064	0.00064
1540	17.0	0.07738	0.55359	0.14052	0.77149
1541	12.0	0.50814	0.72839	0.29718	1.53371
1542	2.0	0.16708	0.57189	0.03279	0.77176
1543	0.0	0	0.00000	0.00294	0.00294
1544	15.0	0.08525	0.53389	0.04276	0.66190
1545	15.0	0.04789	0.55627	0.0170399999999999	0.62120
1546	3.0	0	0.00000	0.00071	0.00071
1547	5.0	0.31042	0.57673	0.19457	1.08172
1548	4.0	0.04988	0.60921	0.0230899999999999	0.68218
1549	18.0	0.19009	0.57358	0.19333	0.95700
1550	3.0	0.29453	1.06067	0.10076	1.45596
1551	4.0	0	0.00000	0.00063	0.00063
1552	16.0	0.14974	0.56406	0.03276	0.74656
1553	6.0	0.18465	0.52449	0.04794	0.75708
1554	30.0	0.24613	0.58620	0.10229	0.93462
1555	3.0	0.24904	0.60137	0.0989	0.94931
1556	2.0	0.06603	0.57523	0.03518	0.67644
1557	39.0	0	0.02140	0.0091	0.03050
1558	2.0	0	0.01504	0.03321	0.04825
1559	12.0	0.27703	0.72883	0.28448	1.29034
1560	9.0	0.18685	0.56426	0.0473600000000001	0.79847
1561	1.0	0.18024	0.54141	0.0484500000000001	0.77010
1562	10.0	0.39414	0.63962	0.25161	1.28537
1563	6.0	0.13399	0.68321	0.0611800000000001	0.87838
1564	2.0	0	0.00000	0.00066	0.00066
1565	5.0	0	0.00000	0.00061	0.00061
1566	6.0	0	0.00754	0.02464	0.03218
1567	6.0	0.17786	0.55003	0.04819	0.77608
1568	1.0	0.08907	0.55580	0.04727	0.69214
1569	26.0	0.04823	0.57190	0.07799	0.69812
1570	5.0	0	0.00000	0.00063	0.00063
1571	37.0	0.04485	0.61084	0.02214	0.67783
1572	9.0	0.19481	0.59751	0.03816	0.83048
1573	1.0	0.14256	0.61559	0.02335	0.78150
1574	12.0	0.26328	0.69365	0.18589	1.14282
1575	1.0	0.14629	0.54298	0.02108	0.71035
1576	5.0	0.05280	0.54171	0.02101	0.61552
1577	13.0	0.18483	0.64114	0.0492299999999999	0.87520
1578	21.0	0.22312	0.65657	0.17966	1.05935
1579	2.0	0.24262	0.58838	0.183	1.01400
1580	28.0	0.30622	0.71963	0.0406900000000001	1.06654
1581	31.0	0	0.00409	0.01657	0.02066
1582	8.0	0.11400	0.59754	0.05993	0.77147
1583	6.0	0	0.00000	0.00071	0.00071
1584	20.0	0.05333	0.52609	0.0298100000000001	0.60923
1585	7.0	0	0.00839	0.02157	0.02996
1586	0.0	0	0.00000	0.00062	0.00062
1587	13.0	0.18380	0.53429	0.04127	0.75936
1588	30.0	0.07060	0.56559	0.13801	0.77420
1589	41.0	0.13744	0.52114	0.02286	0.68144
1590	3.0	0.19806	0.55657	0.05477	0.80940
1591	38.0	0.04417	0.52490	0.0261299999999999	0.59520
1592	7.0	0	0.00000	0.0028	0.00280
1593	14.0	0	0.00000	0.00062	0.00062
1594	27.0	0.15118	0.52025	0.0334100000000001	0.70484
1595	8.0	0.19906	0.54840	0.05963	0.80709
1596	26.0	0.37473	0.58697	0.2596	1.22130
1597	3.0	0.03855	0.57084	0.03732	0.64671
1598	1.0	0.37093	0.60949	0.3498	1.33022
1599	23.0	0.42144	0.73185	0.67055	1.82384
1600	1.0	0.51772	0.73766	0.55685	1.81223
1601	4.0	0	0.00000	0.00078	0.00078
1602	9.0	0.18209	0.56381	0.04262	0.78852
1603	8.0	0.06687	0.55868	0.00747000000000009	0.63302
1604	1.0	0	0.00000	0.00097	0.00097
1605	25.0	0	0.00000	0.00082	0.00082
1606	7.0	0.05525	0.58121	0.03481	0.67127
1607	1.0	0	0.00000	0.00065	0.00065
1608	39.0	0.05632	0.54967	0.02539	0.63138
1609	3.0	0	0.00000	0.00062	0.00062
1610	31.0	0.07278	0.58686	0.00751999999999997	0.66716
1611	2.0	0	0.00104	-0.00038	0.00066
1612	2.0	0.05269	0.61318	0.12136	0.78723
1613	4.0	0	0.00000	0.00062	0.00062
1614	6.0	0	0.00000	0.00067	0.00067
1615	2.0	0	0.00000	0.00063	0.00063
1616	7.0	0.17534	0.53639	0.04473	0.75646
1617	4.0	0.07479	0.54551	0.0071699999999999	0.62747
1618	1.0	0	0.00000	0.00061	0.00061
1619	10.0	0.07484	0.55506	0.0357499999999999	0.66565
1620	5.0	0.07965	0.54156	0.00727999999999995	0.62849
1621	2.0	0	0.00000	0.00073	0.00073
1622	3.0	0.21347	0.55057	0.0252600000000001	0.78930
1623	5.0	0	0.00000	0.00067	0.00067
1624	4.0	0	0.00000	0.00064	0.00064
1625	1.0	0.07144	0.94496	0.00763000000000003	1.02403
1626	1.0	0	0.00000	0.00066	0.00066
1627	0.0	0.09516	0.59001	0.0475	0.73267
1628	15.0	0.07036	0.55402	0.00721000000000005	0.63159
1629	1.0	0	0.00000	0.00063	0.00063
1630	2.0	0.29763	0.68629	0.09726	1.08118
1631	4.0	0.18756	0.56761	0.04915	0.80432
1632	1.0	0.28146	0.61134	0.0977699999999999	0.99057
1633	5.0	0.15603	0.54760	0.00666	0.71029
1634	2.0	0.05553	0.60734	0.00708000000000009	0.66995
1635	0.0	0.09635	0.62810	0.02542	0.74987
1636	5.0	0.18794	0.56617	0.0472	0.80131
1637	36.0	0.04300	0.57766	0.02877	0.64943
1638	5.0	0.28291	0.58774	0.09656	0.96721
1639	25.0	0.27011	0.56720	0.0079999999999999	0.84531
1640	3.0	0.24807	0.59177	0.00788	0.84772
1641	7.0	0.06358	0.54048	0.0269400000000001	0.63100
1642	14.0	0.64029	0.74114	0.51681	1.89824
1643	4.0	0	0.00000	0.00063	0.00063
1644	23.0	0.05974	0.55006	0.0355	0.64530
1645	25.0	0.33457	0.64717	0.03901	1.02075
1646	16.0	0	0.00000	0.00066	0.00066
1647	13.0	0	0.00000	0.00063	0.00063
1648	69.0	0.15745	0.56736	0.0259100000000001	0.75072
1649	10.0	0.15794	0.53031	0.0264900000000001	0.71474
1650	6.0	0.04501	0.68091	0.02384	0.74976
1651	25.0	0.08794	0.58952	0.0373499999999999	0.71481
1652	40.0	0	0.00929	0.01661	0.02590
1653	41.0	0.04280	0.52331	0.02405	0.59016
1654	41.0	0.05646	0.56342	0.0274	0.64728
1655	6.0	0.10786	0.53840	0.14255	0.78881
1656	10.0	0.06345	0.54359	0.01839	0.62543
1657	25.0	0.07027	0.54449	0.11226	0.72702
1658	34.0	0.31464	0.59529	0.19838	1.10831
1659	2.0	0.29316	0.59613	0.1007	0.98999
1660	5.0	0.05287	0.56587	0.03907	0.65781
1661	12.0	0.06726	0.55211	0.05409	0.67346
1662	5.0	0.14253	0.55012	0.0525999999999999	0.74525
1663	3.0	0.03651	0.55914	0.05362	0.64927
1664	10.0	0.18163	0.65410	0.0418999999999999	0.87763
1665	6.0	0	0.00483	0.0015	0.00633
1666	3.0	0.08383	0.55534	0.1344	0.77357
1667	2.0	0.18786	0.54615	0.04867	0.78268
1668	16.0	0	0.00000	0.00063	0.00063
1669	28.0	0	0.00442	-0.00132	0.00310
1670	7.0	0.05024	0.56264	0.03091	0.64379
1671	18.0	0.05557	0.00397	0.09657	0.15611
1672	12.0	0.04533	0.55571	0.02557	0.62661
1673	3.0	0.04670	0.54934	0.02404	0.62008
1674	4.0	0	0.00000	0.00063	0.00063
1675	3.0	0.24150	0.55383	0.0921799999999999	0.88751
1676	9.0	0	0.00000	0.00062	0.00062
1677	22.0	0.22411	0.70682	0.0342199999999999	0.96515
1678	3.0	0.28366	0.65609	0.17811	1.11786
1679	1.0	0	0.00000	0.00063	0.00063
1680	1.0	0.28448	0.68025	0.17273	1.13746
1681	18.0	0.23785	0.55424	0.0950000000000001	0.88709
1682	3.0	0	0.00000	0.00061	0.00061
1683	7.0	0.27994	0.58755	0.0923799999999999	0.95987
1684	4.0	0.18609	0.55538	0.04559	0.78706
1685	4.0	0.17557	0.59069	0.02328	0.78954
1686	6.0	0	0.00000	0.00061	0.00061
1687	5.0	0	0.00000	0.00062	0.00062
1688	30.0	0.06780	0.54133	0.0239400000000001	0.63307
1689	1.0	0.11351	0.56562	0.0284	0.70753
1690	12.0	0.81431	0.80944	0.9218	2.54555
1691	1.0	0	0.00000	0.00063	0.00063
1692	16.0	0.09273	0.56180	0.02537	0.67990
1693	9.0	2.69103	0.86265	0.68603	4.23971
1694	2.0	0.07539	0.56231	0.0269800000000001	0.66468
1695	9.0	0.10316	0.56315	0.0430199999999999	0.70933
1696	10.0	0	0.00000	0.00062	0.00062
1697	2.0	0.04908	0.65807	0.02504	0.73219
1698	20.0	0.17453	0.62760	0.03493	0.83706
1699	6.0	0	0.00000	0.00062	0.00062
1700	1.0	0.08979	0.58342	0.0249599999999999	0.69817
1701	7.0	0.04635	0.56646	0.0240600000000001	0.63687
1702	12.0	0.15253	0.58294	0.05518	0.79065
1703	10.0	0	0.00000	0.00075	0.00075
1704	4.0	0.07366	0.54251	0.02634	0.64251
1705	18.0	1.12258	1.07012	1.56964	3.76234
1706	22.0	0	0.00467	0.0154	0.02007
1707	7.0	0	0.00000	0.00061	0.00061
1708	35.0	0.06074	0.56401	0.02618	0.65093
1709	26.0	0.28256	0.69152	0.09915	1.07323
1710	2.0	0.15220	0.53940	0.00744999999999996	0.69905
1711	2.0	0.28143	0.59883	0.0997600000000001	0.98002
1712	1.0	0	0.00067	0.00165	0.00232
1713	10.0	0.07417	0.63754	0.02473	0.73644
1714	20.0	0.03908	0.58202	0.0244	0.64550
1715	16.0	0.07276	0.57212	0.0831499999999999	0.72803
1716	2.0	0.54141	0.59003	0.25646	1.38790
1717	3.0	0.16079	0.79905	0.02735	0.98719
1718	7.0	0	0.00000	0.00062	0.00062
1719	10.0	0.27244	0.68724	0.25979	1.21947
1720	16.0	0	0.00000	0.00062	0.00062
1721	7.0	0.11162	0.54792	0.16143	0.82097
1722	0.0	0	0.00928	0.02512	0.03440
1723	2.0	0.11133	0.55119	0.06072	0.72324
1724	39.0	0.07120	0.52285	0.0295399999999999	0.62359
1725	7.0	0.17922	0.55903	0.04445	0.78270
1726	8.0	0.18840	0.57346	0.04465	0.80651
1727	27.0	0.16972	0.54092	0.02539	0.73603
1728	5.0	0	0.00000	0.00063	0.00063
1729	35.0	0.15374	0.57202	0.03486	0.76062
1730	17.0	0	0.00000	0.00061	0.00061
1731	20.0	0.27922	0.67950	0.0986400000000001	1.05736
1732	3.0	0	0.00662	0.02126	0.02788
1733	0.0	0.27717	0.56233	0.10318	0.94268
1734	13.0	0.18044	0.57581	0.0458	0.80205
1735	2.0	0.18835	0.56453	0.04976	0.80264
1736	6.0	0.08598	0.58247	0.04634	0.71479
1737	2.0	0.19543	0.56587	0.0460900000000001	0.80739
1738	9.0	0.39077	0.73658	0.47116	1.59851
1739	0.0	0.08537	0.80802	0.0462500000000001	0.93964
1740	1.0	0.08617	0.54375	0.04588	0.67580
1741	5.0	0.50274	0.69178	0.34715	1.54167
1742	1.0	0.21054	0.53842	0.04699	0.79595
1743	2.0	0.18877	0.68713	0.04577	0.92167
1744	1.0	0.18711	0.57604	0.03499	0.79814
1745	5.0	0.08595	0.52704	0.0466800000000001	0.65967
1746	1.0	0	0.00000	0.00063	0.00063
1747	1.0	0.05641	0.61772	0.03051	0.70464
1748	0.0	0.08979	0.63966	0.0484599999999999	0.77791
1749	6.0	0.17876	0.55297	0.04904	0.78077
1750	2.0	0.17538	0.55702	0.0463100000000001	0.77871
1751	8.0	0.08680	0.55801	0.04657	0.69138
1752	2.0	0.08483	0.53155	0.0485300000000001	0.66491
1753	4.0	0.78180	0.75318	0.39704	1.93202
1754	1.0	0.08492	0.55509	0.04815	0.68816
1755	2.0	0.17787	0.53678	0.04944	0.76409
1756	4.0	0	0.00000	0.00066	0.00066
1757	1.0	0.08725	0.56824	0.0459900000000001	0.70148
1758	1.0	0.08554	0.55456	0.04645	0.68655
1759	6.0	0.17618	0.53283	0.04838	0.75739
1760	2.0	0.08363	0.55805	0.14579	0.78747
1761	6.0	0.09486	0.90808	0.0486200000000001	1.05156
1762	0.0	0.05672	0.57532	0.00817999999999997	0.64022
1763	1.0	0.08450	0.56776	0.04745	0.69971
1764	1.0	0.14741	0.56229	0.00617999999999996	0.71588
1765	10.0	0.19055	0.56781	0.0570999999999999	0.81546
1766	2.0	0.08384	0.56335	0.1406	0.78779
1767	3.0	0.08503	0.52389	0.04796	0.65688
1768	3.0	0.08502	0.56360	0.04865	0.69727
1769	4.0	0.08306	0.54854	0.0480799999999999	0.67968
1770	1.0	0.08302	0.55617	0.04909	0.68828
1771	4.0	0.78886	0.81580	0.40284	2.00750
1772	1.0	0.17809	0.55223	0.04825	0.77857
1773	2.0	0.17082	1.12244	0.0507499999999999	1.34401
1774	0.0	0.05722	0.93908	0.0340199999999998	1.03032
1775	3.0	0.25541	0.65557	0.06778	0.97876
1776	2.0	0.08879	0.66990	0.0496899999999999	0.80838
1777	0.0	0.66100	0.96288	0.42499	2.04887
1778	1.0	0.20308	0.64939	0.0638	0.91627
1779	1.0	0.08352	0.54533	0.05018	0.67903
1780	3.0	0.18075	0.55679	0.0491900000000001	0.78673
1781	1.0	0.17710	0.53806	0.04876	0.76392
1782	27.0	0.04519	0.66139	0.12354	0.83012
1783	5.0	0.11269	0.55116	0.1566	0.82045
1784	19.0	0.25815	0.56830	0.07997	0.90642
1785	2.0	0.24353	0.59875	0.08224	0.92452
1786	16.0	0.06061	0.56274	0.02128	0.64463
1787	19.0	0.08205	0.55407	0.0493400000000001	0.68546
1788	21.0	0.06232	0.60789	0.03094	0.70115
1789	83.0	0.21148	0.69437	0.05672	0.96257
1790	1.0	0.05377	0.68152	0.02441	0.75970
1791	6.0	0.15093	0.54070	0.0248900000000001	0.71652
1792	32.0	0.06251	0.54787	0.0265700000000001	0.63695
1793	4.0	0.13323	0.53928	0.0366900000000001	0.70920
1794	10.0	0.07153	0.54653	0.0585300000000001	0.67659
1795	7.0	0	0.00000	0.00063	0.00063
1796	1.0	0.09344	0.83909	0.02232	0.95485
1797	4.0	0.51921	0.71358	0.3135	1.54629
1798	4.0	0	0.00000	0.00063	0.00063
1799	11.0	0.08443	0.53541	0.0217999999999999	0.64164
1800	17.0	0.09081	0.54294	0.0249300000000001	0.65868
1801	5.0	0.37821	0.87104	0.44273	1.69198
