id	interarrival	mongrel	database	transfer	total
2422	1.0	0	0.00060	0.00174	0.00234
2423	13.0	0	0.00000	0.00062	0.00062
2424	38.0	0.25430	0.55071	0.0943499999999999	0.89936
2425	1.0	0.24405	0.57387	0.09663	0.91455
2426	7.0	0.06116	0.54247	0.01915	0.62278
2427	8.0	0.20361	0.43982	0.02965	0.67308
2428	4.0	0.04758	0.52674	0.0330600000000001	0.60738
2429	7.0	0	0.00000	0.00065	0.00065
2430	80.0	0.06500	0.56525	0.04234	0.67259
2431	27.0	0.19008	0.66103	0.05213	0.90324
2432	0.0	0.10478	0.65569	0.03846	0.79893
2433	4.0	0.10646	0.55972	0.03671	0.70289
2434	3.0	0.24964	0.62449	0.03947	0.91360
2435	1.0	0.21570	0.77848	0.05248	1.04666
2436	0.0	0.04970	0.68630	0.03127	0.76727
2437	3.0	0	0.00044	0.00019	0.00063
2438	9.0	0.04868	0.53077	0.0269699999999999	0.60642
2439	6.0	0.05003	0.59867	0.02803	0.67673
2440	64.0	0.09528	0.65519	0.0516599999999999	0.80213
2441	30.0	0.52599	0.72588	0.46696	1.71883
2442	4.0	0	0.00000	0.00062	0.00062
2443	40.0	0.05662	0.56512	0.02735	0.64909
2444	20.0	0.19631	0.54217	0.05502	0.79350
2445	11.0	1.11059	0.84314	1.58854	3.54227
2446	13.0	0.04879	0.53856	0.02726	0.61461
2447	83.0	0.14879	0.55847	0.02125	0.72851
2448	6.0	0.05262	0.83617	0.12756	1.01635
2449	0.0	0.03523	0.58757	0.02525	0.64805
2450	69.0	0	0.00000	0.00064	0.00064
2451	134.0	0.45098	0.77588	1.72654	2.95340
2452	8.0	0.55564	0.77214	1.61952	2.94730
2453	12.0	0.09380	0.56814	0.04444	0.70638
2454	45.0	0.04644	0.56910	0.0380499999999999	0.65359
2455	31.0	0.06332	0.55680	0.03033	0.65045
2456	5.0	0.16538	0.57237	0.03093	0.76868
2457	7.0	0.06439	0.54770	0.0303099999999999	0.64240
2458	33.0	0	0.00000	0.00064	0.00064
2459	4.0	0.22177	0.59129	0.0250899999999999	0.83815
2460	0.0	0.05483	0.57641	0.03054	0.66178
2461	4.0	0.07441	0.62197	0.02422	0.72060
2462	35.0	0	0.00000	0.00065	0.00065
2463	29.0	0.04638	0.52578	0.0204	0.59256
2464	1.0	0	0.00000	0.00063	0.00063
2465	10.0	0.05149	0.55840	0.0298999999999999	0.63979
2466	56.0	0	0.00000	0.00063	0.00063
2467	7.0	0.17567	0.60009	0.02338	0.79914
2468	6.0	0	0.00040	0.00026	0.00066
2469	33.0	0.08518	0.55131	0.11482	0.75131
2470	6.0	0.09216	0.57408	0.0235799999999999	0.68982
2471	4.0	0.19354	0.54617	0.0368200000000001	0.77653
2472	6.0	0.09187	0.59233	0.03703	0.72123
2473	17.0	0.15477	0.55282	0.03524	0.74283
2474	14.0	0	0.00000	0.00063	0.00063
2475	9.0	0.09962	0.53426	0.13017	0.76405
2476	3.0	0.09760	0.56082	0.02581	0.68423
2477	27.0	0.07899	0.55308	0.0400199999999999	0.67209
2478	14.0	0	0.00000	0.00065	0.00065
2479	6.0	0.19038	0.57620	0.0589	0.82548
2480	8.0	0	0.00000	0.00067	0.00067
2481	126.0	0.06803	0.94815	0.0298399999999999	1.04602
2482	5.0	0.17318	0.68863	0.02583	0.88764
2483	44.0	0	0.00000	0.00089	0.00089
2484	13.0	0	0.00000	0.001	0.00100
2485	12.0	0.17815	0.65978	0.03509	0.87302
2486	5.0	0	0.00000	0.0007	0.00070
2487	43.0	0.06371	0.54681	0.03333	0.64385
2488	6.0	0.06274	0.56028	0.0350699999999999	0.65809
2489	12.0	0	0.02214	0.01053	0.03267
2490	2.0	0.18998	0.59324	0.0385099999999999	0.82173
2491	2.0	0.06897	0.53082	0.03754	0.63733
2492	7.0	0.27625	0.55095	0.10067	0.92787
2493	21.0	0.32051	0.58717	0.10255	1.01023
2494	3.0	0.05160	0.62082	0.13453	0.80695
2495	7.0	0	0.00000	0.00062	0.00062
2496	31.0	0.23400	0.54722	0.0507099999999999	0.83193
2497	16.0	0	0.00000	0.00064	0.00064
2498	7.0	0.24235	0.59330	0.05327	0.88892
2499	5.0	0	0.00000	0.00064	0.00064
2500	6.0	0.24444	0.59881	0.0595000000000001	0.90275
2501	1.0	0.06011	0.61049	0.03218	0.70278
2502	7.0	0	0.00000	0.00068	0.00068
2503	0.0	0	0.00000	0.00067	0.00067
2504	2.0	0	0.00000	0.00076	0.00076
2505	22.0	0.05637	0.57763	0.02447	0.65847
2506	10.0	0.05767	0.55982	0.03132	0.64881
2507	5.0	0	0.00000	0.00064	0.00064
2508	13.0	0.18372	0.72399	0.0399499999999999	0.94766
2509	3.0	0	0.00045	0.00177	0.00222
2510	55.0	0.06799	0.58040	0.02886	0.67725
2511	65.0	0.30643	0.60153	0.1032	1.01116
2512	3.0	0.04724	0.95804	0.03766	1.04294
2513	2.0	0	0.00000	0.00063	0.00063
2514	45.0	0.08576	0.54679	0.02835	0.66090
2515	3.0	0.22526	0.58732	0.19159	1.00417
2516	2.0	0.04906	0.94290	0.03623	1.02819
2517	1.0	0.19525	0.98906	0.18233	1.36664
2518	12.0	0.85517	0.76341	0.93446	2.55304
2519	7.0	0	0.00000	0.00072	0.00072
2520	13.0	0.05530	0.55250	0.0283	0.63610
2521	14.0	0	0.00000	0.00062	0.00062
2522	51.0	0.06120	0.54262	0.0335	0.63732
2523	6.0	0.07481	0.59868	0.0407099999999999	0.71420
2524	1.0	0.06786	0.56412	0.02363	0.65561
2525	2.0	0.06617	0.70911	0.14197	0.91725
2526	7.0	0	0.00000	0.00063	0.00063
2527	6.0	0.04429	0.58288	0.03415	0.66132
2528	47.0	0.28754	0.62039	0.10092	1.00885
2529	8.0	0	0.00000	0.00062	0.00062
2530	8.0	0.13980	0.55272	0.05176	0.74428
2531	12.0	0.24433	0.56650	0.05114	0.86197
2532	12.0	0.13154	0.53820	0.02013	0.68987
2533	4.0	0	0.00000	0.00063	0.00063
2534	8.0	0.04891	0.59028	0.02932	0.66851
2535	11.0	0.06946	0.58927	0.0377600000000001	0.69649
2536	1.0	0.06733	0.56491	0.03682	0.66906
2537	43.0	0.18371	0.53421	0.05088	0.76880
2538	9.0	0	0.00000	0.00072	0.00072
2539	28.0	0.07335	0.54222	0.0396599999999999	0.65523
2540	1.0	0.16878	0.53899	0.0382899999999999	0.74606
2541	19.0	0.06104	0.54071	0.03533	0.63708
2542	8.0	0.06842	0.52711	0.0372400000000001	0.63277
2543	3.0	0.29549	0.57954	0.26616	1.14119
2544	19.0	0	0.00000	0.00066	0.00066
2545	12.0	0	0.00623	0.02286	0.02909
2546	4.0	0.24263	0.62569	0.09338	0.96170
2547	6.0	0.15150	0.59548	0.09911	0.84609
2548	5.0	0.10971	0.99273	0.14305	1.24549
2549	0.0	0.22795	0.99745	0.0432599999999999	1.26866
2550	4.0	0.28649	0.58197	0.1046	0.97306
2551	6.0	0	0.00000	0.00062	0.00062
2552	0.0	0	0.00000	0.00075	0.00075
2553	7.0	0.23280	0.55231	0.17278	0.95789
2554	1.0	0.20578	0.89558	0.0371499999999999	1.13851
2555	1.0	0.07289	0.56027	0.06109	0.69425
2556	0.0	0	0.00000	0.00066	0.00066
2557	5.0	0.06766	0.54419	0.03722	0.64907
2558	7.0	0	0.00000	0.00068	0.00068
2559	1.0	0.98427	0.27823	1.64641	2.90891
2560	9.0	0.98127	0.29204	1.64261	2.91592
2561	10.0	0.04679	0.55508	0.02694	0.62881
2562	9.0	0	0.00000	0.00064	0.00064
2563	15.0	0.17963	0.53656	0.0397899999999999	0.75598
2564	2.0	0.06861	0.55397	0.0389400000000001	0.66152
2565	3.0	0.15021	0.55868	0.03553	0.74442
2566	31.0	0.12624	0.56766	0.0637899999999999	0.75769
2567	4.0	0	0.00000	0.00085	0.00085
2568	56.0	0.19471	0.56598	0.0391799999999999	0.79987
2569	9.0	0.06890	0.52863	0.03971	0.63724
2570	11.0	0.89974	0.77913	0.91726	2.59613
2571	9.0	0.82029	0.84205	1.03735	2.69969
2572	29.0	0.05415	0.55878	0.0380599999999999	0.65099
2573	6.0	0.05668	0.55755	0.02976	0.64399
2574	3.0	0.05422	0.54936	0.02871	0.63229
2575	3.0	0	0.00000	0.00064	0.00064
2576	27.0	0.06412	0.54361	0.03623	0.64396
2577	4.0	0.32896	0.66011	0.10183	1.09090
2578	23.0	0	0.00000	0.00063	0.00063
2579	34.0	0.06950	0.54964	0.0391899999999999	0.65833
2580	2.0	0.10061	0.53984	0.0549500000000001	0.69540
2581	5.0	0.23053	0.55571	0.0571499999999999	0.84339
2582	16.0	0.28665	0.64634	0.11833	1.05132
2583	1.0	0.20967	0.64119	0.0567299999999999	0.90759
2584	5.0	0.30534	0.55143	0.0113599999999999	0.86813
2585	39.0	0.22848	0.66152	0.05182	0.94182
2586	1.0	0.07226	0.70219	0.0408700000000001	0.81532
2587	11.0	0.11894	0.58830	0.0621699999999999	0.76941
2588	0.0	0	0.00000	0.00062	0.00062
2589	2.0	0.12966	0.91934	0.0624399999999999	1.11144
2590	3.0	0.07556	0.55435	0.04008	0.66999
2591	44.0	0.11576	0.56771	0.06011	0.74358
2592	5.0	0.20797	0.56411	0.06049	0.83257
2593	3.0	0.27875	0.62097	0.0978399999999999	0.99756
2594	42.0	0.24065	0.54724	0.05557	0.84346
2595	2.0	0.25354	0.56661	0.0554300000000001	0.87558
2596	6.0	0.05143	0.55709	0.02698	0.63550
2597	10.0	0.08898	0.53374	0.14464	0.76736
2598	9.0	0	0.00000	0.00068	0.00068
2599	5.0	0.08748	0.53752	0.05109	0.67609
2600	26.0	0.25611	0.53997	0.0544400000000002	0.85052
2601	6.0	0	0.00000	0.00073	0.00073
2602	3.0	0.25375	0.55726	0.0551500000000001	0.86616
2603	37.0	0.26795	0.63447	0.05499	0.95741
2604	4.0	0.25220	0.55747	0.05527	0.86494
2605	13.0	0	0.00050	0.00012	0.00062
2606	31.0	0.20058	0.55633	0.04093	0.79784
2607	6.0	0	0.00000	0.00065	0.00065
2608	0.0	0.05494	0.54260	0.02959	0.62713
2609	5.0	0	0.00000	0.00064	0.00064
2610	16.0	0.06523	0.55319	0.03673	0.65515
2611	13.0	0	0.00000	0.00067	0.00067
2612	7.0	0	0.00000	0.00064	0.00064
2613	25.0	0.36093	0.56060	0.01139	0.93292
2614	39.0	0.17393	0.54382	0.06306	0.78081
2615	1.0	0.18952	0.58854	0.02584	0.80390
2616	4.0	0	0.00000	0.00068	0.00068
2617	9.0	0.08276	0.57001	0.06608	0.71885
2618	5.0	0	0.00000	0.00062	0.00062
2619	7.0	0	0.00000	0.00067	0.00067
2620	117.0	0.07194	0.53636	0.0409	0.64920
2621	4.0	0.16024	0.68333	0.0323599999999999	0.87593
2622	0.0	0	0.00000	0.00067	0.00067
2623	8.0	0	0.00000	0.00072	0.00072
2624	47.0	0.07527	0.53875	0.0650000000000001	0.67902
2625	5.0	0	0.00000	0.00067	0.00067
2626	35.0	0.17370	0.56946	0.0658500000000001	0.80901
2627	5.0	0	0.00000	0.00064	0.00064
2628	113.0	0.04699	0.01723	0.02566	0.08988
2629	5.0	0	0.00000	0.00063	0.00063
2630	50.0	0.46856	0.23467	1.64304	2.34627
2631	3.0	0.11391	0.58408	0.15629	0.85428
2632	3.0	0.04840	0.54285	0.00737999999999994	0.59863
2633	2.0	0	0.00000	0.00066	0.00066
2634	1.0	0	0.00000	0.00067	0.00067
2635	10.0	0.19895	0.61374	0.10736	0.92005
2636	5.0	0.24928	0.60076	0.08338	0.93342
2637	14.0	0.08942	0.54919	0.05171	0.69032
2638	7.0	0.08824	0.56443	0.0515600000000001	0.70423
2639	47.0	0	0.00000	0.00063	0.00063
2640	41.0	0.16619	0.72574	0.05836	0.95029
2641	34.0	0.05453	0.56910	0.0262	0.64983
2642	14.0	0	0.00000	0.00064	0.00064
2643	19.0	0.08828	0.54727	0.05077	0.68632
2644	7.0	0.00648	0.00052	-0.000299999999999999	0.00670
2645	5.0	0.05650	0.57873	0.0229	0.65813
2646	1.0	0.60543	0.75582	0.47156	1.83281
2647	4.0	0.05468	0.62413	0.0219800000000001	0.70079
2648	0.0	0	0.00000	0.00062	0.00062
2649	2.0	0.10190	0.73587	0.0563399999999999	0.89411
2650	1.0	0	0.00000	0.00062	0.00062
2651	7.0	0.05207	0.55892	0.0309200000000001	0.64191
2652	99.0	0.06096	0.54990	0.02823	0.63909
2653	7.0	0.06231	0.57102	0.0271100000000001	0.66044
2654	132.0	0	0.00000	0.00084	0.00084
2655	0.0	0.11361	0.82653	0.0614399999999999	1.00158
2656	1.0	0	0.00069	0.00183	0.00252
2657	110.0	0.05242	0.63377	0.02793	0.71412
2658	6.0	0.05531	0.58759	0.0263200000000001	0.66922
2659	6.0	0	0.00000	0.00064	0.00064
2660	53.0	0.29316	0.56938	0.00758999999999999	0.87013
2661	3.0	0.27681	0.60611	-0.02957	0.85335
2662	11.0	0.07707	0.56605	0.0628099999999999	0.70593
2663	3.0	0	0.00000	0.00063	0.00063
2664	105.0	0.06671	0.58217	0.0246999999999999	0.67358
2665	5.0	0.06868	0.59113	0.0259699999999999	0.68578
2666	52.0	0.82555	0.77441	0.94058	2.54054
2667	5.0	0	0.00000	0.00062	0.00062
2668	31.0	0.21304	0.53901	0.06165	0.81370
2669	2.0	0.10336	0.62534	0.03843	0.76713
2670	11.0	0.05082	0.52226	0.0272800000000001	0.60036
2671	3.0	0	0.00000	0.00064	0.00064
2672	3.0	0.05093	0.55015	0.12049	0.72157
2673	23.0	0.15166	0.63284	0.15821	0.94271
2674	2.0	0	0.00000	0.00071	0.00071
2675	7.0	0.24110	0.56155	0.05416	0.85681
2676	5.0	0	0.00000	0.00102	0.00102
2677	48.0	0.07381	0.55488	0.11804	0.74673
2678	6.0	0.49330	0.59397	0.02378	1.11105
2679	52.0	0.07450	0.60658	0.02671	0.70779
2680	1.0	0.22645	0.55957	0.0683999999999999	0.85442
2681	6.0	0.07047	0.55865	0.0266	0.65572
2682	5.0	0	0.00000	0.00115	0.00115
2683	14.0	0.04263	0.53666	0.02865	0.60794
2684	65.0	0.03263	0.54466	0.0225099999999999	0.59980
2685	18.0	0.21482	0.56423	0.05691	0.83596
2686	3.0	0.46416	0.83574	1.63288	2.93278
2687	1.0	0.10431	0.58506	0.05618	0.74555
2688	13.0	0	0.00000	0.00065	0.00065
2689	2.0	0.19906	0.99949	0.4749	1.67345
2690	3.0	0	0.00000	0.00066	0.00066
2691	17.0	0.06752	0.53609	0.0256500000000001	0.62926
2692	9.0	0	0.00000	0.00063	0.00063
2693	6.0	0	0.00000	0.00063	0.00063
2694	3.0	0.21675	0.53962	0.0627	0.81907
2695	14.0	0	0.00000	0.00069	0.00069
2696	2.0	0.18773	0.61301	0.0274699999999999	0.82821
2697	1.0	0	0.00000	0.00063	0.00063
2698	21.0	0.04538	0.62739	0.0253100000000001	0.69808
2699	34.0	0.06866	0.54642	0.02889	0.64397
2700	1.0	0	0.00000	0.00064	0.00064
2701	2.0	0.03112	0.54667	0.02259	0.60038
2702	47.0	0.26202	0.58532	0.07025	0.91759
2703	2.0	0	0.00000	0.00085	0.00085
2704	7.0	0.17558	0.53889	0.06028	0.77475
2705	7.0	0	0.00000	0.00064	0.00064
2706	5.0	0.11058	0.80735	0.06318	0.98111
2707	2.0	0.22314	0.73707	0.40798	1.36819
2708	0.0	0.08518	0.80819	0.05074	0.94411
2709	1.0	0	0.00000	0.00064	0.00064
2710	4.0	0	0.00000	0.00063	0.00063
2711	5.0	0	0.00000	0.00062	0.00062
2712	21.0	0.06585	0.55422	0.02961	0.64968
2713	8.0	0	0.00000	0.00077	0.00077
2714	16.0	0.25156	0.58979	0.06006	0.90141
2715	1.0	0.18433	0.58315	0.0370900000000001	0.80457
2716	9.0	0.17610	0.55328	0.0367299999999999	0.76611
2717	20.0	0.28232	0.58342	0.09634	0.96208
2718	0.0	0.15768	0.63274	0.0856100000000001	0.87603
2719	10.0	0.09240	0.53689	0.04054	0.66983
2720	18.0	0	0.00000	0.00062	0.00062
2721	46.0	0	0.00000	0.00072	0.00072
2722	8.0	0.18630	0.57136	0.03582	0.79348
2723	7.0	0.04993	0.55893	0.0343599999999999	0.64322
2724	71.0	0.32049	0.57267	0.10175	0.99491
2725	3.0	0	0.00000	0.0007	0.00070
2726	110.0	0.10935	0.54303	0.16978	0.82216
2727	2.0	0	0.00000	0.00079	0.00079
2728	8.0	0.49201	0.69720	0.35473	1.54394
2729	2.0	0.38724	0.75407	0.35379	1.49510
2730	3.0	0	0.02310	0.00947	0.03257
2731	15.0	0.42683	0.82773	0.40595	1.66051
2732	8.0	0.37221	0.70291	0.35649	1.43161
2733	1.0	0	0.00000	0.00066	0.00066
2734	0.0	0.46990	0.70879	0.37195	1.55064
2735	3.0	0.48219	0.72113	0.37725	1.58057
2736	13.0	0.19553	0.60557	0.18527	0.98637
2737	15.0	0	0.00000	0.00064	0.00064
2738	41.0	0.06625	0.87144	0.03843	0.97612
2739	0.0	0.28708	0.93078	0.10179	1.31965
2740	2.0	0	0.00000	0.00062	0.00062
2741	4.0	0.06031	0.53070	0.0362000000000001	0.62721
2742	1.0	0	0.00000	0.00063	0.00063
2743	3.0	0	0.00000	0.00063	0.00063
2744	40.0	0.06294	0.62648	0.14004	0.82946
2745	2.0	0.09755	0.52890	0.0563699999999999	0.68282
2746	4.0	0.19641	0.60585	0.0567800000000001	0.85904
2747	28.0	0	0.00000	0.00063	0.00063
2748	78.0	0.20534	0.87226	0.04174	1.11934
2749	1.0	0.56062	0.97105	0.47818	2.00985
2750	4.0	0.09228	0.55747	0.13917	0.78892
2751	16.0	0.05088	0.55121	0.0271899999999999	0.62928
2752	7.0	0	0.00000	0.00099	0.00099
2753	29.0	0.52691	0.71448	0.48329	1.72468
2754	32.0	0.05411	0.54872	0.02793	0.63076
2755	107.0	0.03859	0.55529	0.01759	0.61147
2756	5.0	0.30703	0.66605	0.23998	1.21306
2757	9.0	0.07545	0.62458	0.14524	0.84527
2758	2.0	0.34468	0.74178	0.23785	1.32431
2759	11.0	0.05718	0.54440	0.02947	0.63105
2760	2.0	0.20331	0.69399	0.13062	1.02792
2761	4.0	0	0.00000	0.00067	0.00067
2762	3.0	0.31265	0.67925	0.13954	1.13144
2763	9.0	0.21048	0.65254	0.13666	0.99968
2764	9.0	0.32577	0.72054	0.13945	1.18576
2765	2.0	0.30121	0.69359	0.236	1.23080
2766	17.0	0.32481	0.67979	0.13535	1.13995
2767	13.0	0.32974	0.68113	0.13479	1.14566
2768	29.0	0.10339	0.56486	0.0586599999999999	0.72691
2769	11.0	0.09474	0.57071	0.0519999999999999	0.71745
2770	12.0	0	0.00000	0.00063	0.00063
2771	26.0	0.27424	0.70782	0.34074	1.32280
2772	3.0	0	0.00000	0.00065	0.00065
2773	14.0	0.10814	0.59330	0.0617599999999999	0.76320
2774	6.0	0	0.00000	0.00065	0.00065
2775	12.0	0.58029	0.95549	0.76146	2.29724
2776	5.0	0.19453	0.60464	0.0517500000000001	0.85092
2777	6.0	0.23617	0.54261	0.06821	0.84699
2778	2.0	0	0.00050	0.00014	0.00064
2779	0.0	0.09081	0.54888	0.0528599999999999	0.69255
2780	21.0	0.06288	0.56404	0.0366599999999999	0.66358
2781	10.0	0.14224	0.56089	0.19327	0.89640
2782	8.0	0.57666	0.19267	0.65471	1.42404
2783	6.0	0	0.00000	0.00063	0.00063
2784	11.0	0.08840	0.55416	0.05253	0.69509
2785	3.0	0.48138	0.59199	0.25164	1.32501
2786	4.0	0	0.00000	0.00062	0.00062
2787	8.0	0.23978	0.59401	0.08409	0.91788
2788	73.0	0	0.00000	0.00083	0.00083
2789	195.0	0.25421	0.61544	0.0534700000000001	0.92312
2790	6.0	0.23854	0.58029	0.05293	0.87176
2791	65.0	0.06931	0.53513	0.0655100000000001	0.66995
2792	2.0	0	0.00000	0.00071	0.00071
2793	36.0	0.51710	0.76833	0.29996	1.58539
2794	145.0	0.19896	0.54642	0.0414899999999999	0.78687
2795	42.0	0	0.00000	0.00062	0.00062
2796	18.0	0.28600	0.54929	0.10032	0.93561
2797	0.0	0	0.00000	0.00063	0.00063
2798	2.0	0.04741	0.55793	0.02478	0.63012
2799	1.0	0.05624	0.57491	0.02977	0.66092
2800	9.0	0	0.00000	0.00062	0.00062
2801	137.0	0.05095	0.56053	0.04665	0.65813
2802	3.0	0.04910	0.55676	0.02723	0.63309
2803	17.0	0.05132	0.54097	0.02725	0.61954
2804	50.0	0.23915	0.60560	0.11724	0.96199
2805	1.0	0	0.00000	0.00065	0.00065
2806	8.0	0.44831	0.77048	1.65407	2.87286
2807	3.0	0.06340	0.57371	0.0376799999999999	0.67479
2808	6.0	0.35725	0.84354	0.11051	1.31130
2809	1.0	0	0.00000	0.00063	0.00063
2810	1.0	0.37068	1.05084	1.58109	3.00261
2811	6.0	0.06234	0.58560	0.13312	0.78106
2812	6.0	0.05581	0.55407	0.0366500000000001	0.64653
2813	44.0	0.66522	0.56273	0.10882	1.33677
2814	4.0	0	0.00051	0.00013	0.00064
2815	61.0	0.07193	0.55778	0.0422399999999999	0.67195
2816	1.0	0.16083	0.53546	0.0419499999999999	0.73824
2817	21.0	0.04947	0.54685	0.02768	0.62400
2818	4.0	0.05210	0.56335	0.02645	0.64190
2819	7.0	0.05097	0.59174	0.03062	0.67333
2820	4.0	0	0.00000	0.00078	0.00078
2821	19.0	0.68000	0.74289	0.52177	1.94466
2822	10.0	0	0.00000	0.00062	0.00062
2823	44.0	0.05526	0.55546	0.13626	0.74698
2824	2.0	0.22090	0.67941	0.03766	0.93797
2825	1.0	0.50813	0.81226	0.05379	1.37418
2826	1.0	0.10217	0.53667	0.05762	0.69646
2827	41.0	0	0.00000	0.00063	0.00063
2828	0.0	0	0.00000	0.00063	0.00063
2829	126.0	0.05071	0.54361	0.13443	0.72875
2830	15.0	0.05098	0.56107	0.03378	0.64583
2831	19.0	0.27955	0.55178	0.0965199999999998	0.92785
2832	10.0	0	0.00000	0.00066	0.00066
2833	13.0	0.18931	0.59516	0.05298	0.83745
2834	3.0	0.09881	0.55696	0.03696	0.69273
2835	5.0	0	0.00000	0.00065	0.00065
2836	5.0	0	0.00000	0.00108	0.00108
2837	28.0	0.58107	1.12643	1.67765	3.38515
2838	55.0	0.06025	0.55648	0.04109	0.65782
2839	2.0	0.06582	0.76830	0.0274300000000001	0.86155
2840	4.0	0.16366	0.54366	0.0284199999999999	0.73574
2841	8.0	0.04966	0.56072	0.0277799999999999	0.63816
2842	7.0	0.23248	0.54729	0.0633199999999999	0.84309
2843	79.0	0.27876	0.55592	0.10027	0.93495
2844	11.0	0	0.00000	0.00074	0.00074
2845	8.0	0.16045	0.57114	0.03129	0.76288
2846	3.0	0.05825	0.64864	0.03037	0.73726
2847	25.0	0.05923	0.52370	0.00653999999999999	0.58947
2848	7.0	0	0.00000	0.00072	0.00072
2849	47.0	0	0.00000	0.00083	0.00083
2850	43.0	0.17657	0.66767	0.35369	1.19793
2851	4.0	0	0.00000	0.00065	0.00065
2852	2.0	0.09088	0.67888	0.0515600000000001	0.82132
2853	37.0	0	0.00000	0.00062	0.00062
2854	4.0	0.04750	0.01719	0.02825	0.09294
2855	4.0	0	0.00000	0.00061	0.00061
2856	33.0	0.29269	0.95134	0.0579299999999999	1.30196
2857	2.0	0.59542	1.22700	1.69844	3.52086
2858	4.0	0.29063	0.65149	0.11069	1.05281
2859	4.0	0	0.00000	0.00071	0.00071
2860	3.0	0.29457	0.63527	0.0999399999999999	1.02978
2861	5.0	0	0.00000	0.00066	0.00066
2862	0.0	0	0.00000	0.00066	0.00066
2863	31.0	0.24580	0.56275	0.09983	0.90838
2864	5.0	0	0.00000	0.00062	0.00062
2865	6.0	0.21479	0.63104	0.0268099999999999	0.87264
2866	2.0	0.03578	0.52192	0.0181399999999999	0.57584
2867	3.0	0.05089	0.65835	0.0219	0.73114
2868	2.0	0.05033	0.57398	0.02123	0.64554
2869	2.0	0.08456	0.54607	0.02135	0.65198
2870	3.0	0.07211	0.55672	0.1258	0.75463
2871	2.0	0.05178	0.58189	0.0244	0.65807
2872	12.0	0.30388	0.60912	0.04319	0.95619
2873	8.0	0	0.00000	0.00103	0.00103
2874	1.0	0.05944	0.78157	0.0194799999999999	0.86049
2875	27.0	0.11181	0.54255	0.0635000000000001	0.71786
2876	13.0	0.10410	0.65589	0.06532	0.82531
2877	8.0	0.09288	0.55906	0.02597	0.67791
2878	5.0	0	0.00000	0.00092	0.00092
2879	0.0	0.54763	0.56344	0.09466	1.20573
2880	3.0	0	0.00000	0.00064	0.00064
2881	1.0	0.14775	0.63175	0.27285	1.05235
2882	14.0	0.18895	0.56990	0.20307	0.96192
2883	4.0	0.28666	0.56439	0.10423	0.95528
2884	12.0	0.16374	0.58174	0.0835699999999999	0.82905
2885	11.0	0.07715	0.55849	0.08496	0.72060
2886	15.0	0.05868	0.55503	0.03624	0.64995
2887	11.0	0.21392	0.58050	0.06298	0.85740
2888	1.0	0	0.00000	0.00064	0.00064
2889	1.0	0	0.00000	0.00064	0.00064
2890	13.0	0.29981	0.63643	0.10783	1.04407
2891	4.0	0	0.00000	0.00062	0.00062
2892	9.0	0.05668	0.55687	0.13354	0.74709
2893	2.0	0.05666	0.54093	0.0313699999999999	0.62896
2894	6.0	0.84407	0.81295	0.95449	2.61151
2895	23.0	0.20100	0.56544	0.05154	0.81798
2896	5.0	0	0.00000	0.00065	0.00065
2897	69.0	0.17447	0.55023	0.02185	0.74655
2898	8.0	0.29213	0.55098	0.1018	0.94491
2899	2.0	0	0.00000	0.00071	0.00071
2900	2.0	0.11373	0.90178	0.0593799999999999	1.07489
2901	18.0	0	0.00000	0.00069	0.00069
2902	17.0	0.09517	0.55204	0.0576000000000001	0.70481
2903	7.0	0.07184	0.55502	0.0661200000000001	0.69298
2904	2.0	0.26560	0.57533	0.08655	0.92748
2905	1.0	0.08097	0.59838	0.03938	0.71873
2906	7.0	0	0.00000	0.00089	0.00089
2907	7.0	0.31624	0.58569	0.20536	1.10729
2908	5.0	0.10026	0.56315	0.05467	0.71808
2909	3.0	0	0.00000	0.0007	0.00070
2910	13.0	0.40828	0.74779	0.67046	1.82653
2911	6.0	0	0.00000	0.00066	0.00066
2912	12.0	0.04555	0.56133	0.03115	0.63803
2913	5.0	0.04862	0.55215	0.21095	0.81172
2914	12.0	0.09740	0.55042	0.0591699999999999	0.70699
2915	39.0	0.05869	0.56280	0.08238	0.70387
2916	31.0	0.40716	0.94437	0.0393899999999999	1.39092
2917	2.0	0	0.00000	0.00067	0.00067
2918	61.0	0.04735	0.56030	0.0253099999999999	0.63296
2919	49.0	0.06744	0.54440	0.14045	0.75229
2920	1.0	0	0.00000	0.00089	0.00089
2921	1.0	0	0.00000	0.00064	0.00064
2922	53.0	0.06223	0.54863	0.0284300000000001	0.63929
2923	9.0	0.30466	0.64752	0.10313	1.05531
2924	13.0	0.18052	0.54541	0.05232	0.77825
2925	7.0	0	0.00000	0.00062	0.00062
2926	25.0	0.30806	0.95000	0.0964100000000001	1.35447
2927	0.0	0.09281	0.96356	0.0526800000000001	1.10905
2928	1.0	0.22545	0.57441	0.06495	0.86481
2929	36.0	0.07051	0.59385	0.0420700000000001	0.70643
2930	1.0	0	0.00000	0.00063	0.00063
2931	1.0	0.07253	0.54571	0.03747	0.65571
2932	86.0	0.85260	0.75512	0.94133	2.54905
2933	6.0	0.70840	0.78456	1.06419	2.55715
2934	1.0	0.09793	0.56932	0.03391	0.70116
2935	72.0	0.05035	0.55188	0.02976	0.63199
2936	12.0	0.14303	0.55007	0.0227200000000001	0.71582
2937	3.0	0.06028	0.01565	0.03797	0.11390
2938	2.0	0.06235	0.01549	0.03886	0.11670
2939	2.0	0	0.00000	0.00062	0.00062
